b1r2,b1r3,b1r4,b1r5,b1r7,b1r8,b6r1,b6r2,b6r3,b6r4,b6r5a,b6r5b,b6r6a,b6r6b,b6r7,b6r8,b6r9a,b6r9b,b6r9c,b6r10,b6r11,wert27,jart,exp_cap
71,52,1,1,25308,1,1,4,2,1,36,120,3, , ,1,1,1,1,1,3,173,2,621142.857142857
71,52,1,1,25308,2,1,4,1,1,120,150,4,3,1,1,1,1,1,1,3,173,7,342105.442176871
71,52,1,1,25308,3,4,4,2,1,30,36,3, , ,1,1,1,1,1,3,173,2,237976.19047619
71,52,1,1,25308,4,1,4,2,1,48,150,3, , ,1,1,1,1,1,3,173,3,442167.46031746
71,52,1,1,25308,5,1,4,2,1,42,100,3, , ,1,2,1,1,1,3,173,2,639226.190476191
71,52,1,1,25308,6,6,4,2,1,48,48,3, , ,1,1,2,1,1,3,173,4,307708.333333333
71,52,1,1,25308,7,1,4,1,1,64,64,3, , ,1,1,1,1,1,3,173,2,432837.5
71,52,1,1,25308,8,1,4,1,1,56,120,3, , ,1,1,1,1,1,3,173,4,298494.047619048
71,52,1,1,25308,9,1,4,1,1,96,600,1, , ,1,1,1,1,1,3,173,5,712114.285714286
71,52,1,1,25308,11,3,4,1,1,21,18,4,3,3,1,1,1,1,1,3,173,4,270183.035714286
71,52,1,1,25308,12,1,4,1,1,78,90,4,1,1,2,1,1,1,1,3,173,6,291988.293650794
71,52,1,1,25308,13,1,4,2,1,35,35,4,3,3,1,1,1,1,1,3,173,3,426626.984126984
71,52,1,1,25308,14,1,4,1,1,36,100,4,3,3,1,1,1,1,1,3,173,3,623224.206349206
71,52,1,1,25308,15,1,4,1,1,30,30,5,3,3,2,1,1,1,1,3,173,4,494160.714285714
71,52,1,1,25308,16,6,4,1,1,36,100,6,1,3,2,1,1,1,1,3,173,7,263132.653061224
71,52,5,1,25335,1,1,4,1,1,63,77,4,3,2,2,3,1,1,1,3,173,4,334714.285714286
71,52,5,1,25335,2,1,4,1,1,35,132,1, , ,1,3,1,1,1,3,173,3,494517.857142857
71,52,5,1,25335,3,3,4,1,1,14,168,1, , ,1,2,1,1,1,3,173,2,389136.904761905
71,52,5,1,25335,4,3,4,2,1,10,10,1, , ,1,2,1,1,1,3,173,3,365047.619047619
71,52,5,1,25335,5,6,4,1,1,42,156,6,3,3,2,2,1,1,1,2,173,3,469328.174603175
71,52,5,1,25335,6,6,4,1,1,105,126,5,1,2,2,2,1,1,1,3,173,5,359858.333333333
71,52,5,1,25335,7,6,4,1,1,47,47,4,3,2,2,2,1,1,1,3,173,3,355690.476190476
71,52,5,1,25335,8,1,4,1,1,105,105,2, ,2,2,2,1,1,1,3,173,2,588964.285714286
71,52,5,1,25335,9,4,4,2,1,18,18,4,2,3,2,3,1,1,1,1,173,3,208563.492063492
71,52,5,1,25335,10,6,4,2,1,36,36,5,2,3,2,3,1,1,1,3,173,4,278767.857142857
71,52,5,1,25335,11,6,4,1,1,120,140,1, , ,1,1,1,1,1,3,173,5,385128.571428571
71,52,5,1,25335,12,6,4,1,1,90,90,5,2,3,2,1,1,1,1,3,173,3,319101.19047619
71,52,5,1,25335,13,3,4,2,1,36,120,4,2,2,2,2,1,1,1,3,173,3,244490.079365079
71,52,5,1,25335,14,3,4,2,1,150,150,4,3,2,2,1,1,1,1,3,173,5,191157.142857143
71,52,5,1,25335,15,2,4,1,1,60,120,1, , ,1,1,1,1,1,3,173,4,419297.619047619
71,52,5,1,25335,16,6,4,2,1,32,32,5,2,2,2,3,1,1,1,3,173,4,313589.285714286
71,52,7,1,16143,1,1,4,1,1,40,60,4,2,3,1,1,1,1,1,3,173,4,363020.833333333
71,52,7,1,16143,2,1,4,1,1,48,154,4,2,3,1,1,1,1,1,3,173,5,478965.238095238
71,52,7,1,16143,3,1,4,1,1,32,32,4,2,3,1,1,1,1,1,3,173,5,258680.952380952
71,52,7,1,16143,4,2,4,1,1,35,35,4,2,3,1,1,1,1,1,3,173,4,374550.595238095
71,52,7,1,16143,5,1,4,1,1,45,140,4,2,3,1,1,1,1,1,3,173,4,404041.666666667
71,52,7,1,16143,6,1,4,1,1,36,80,4,2,3,1,1,1,1,1,3,173,3,302260.714285714
71,52,7,1,16143,7,1,4,1,1,35,35,4,2,3,1,1,1,1,1,3,173,4,326622.023809524
71,52,7,1,16143,8,1,4,1,1,120,120,4,2,1,1,1,1,1,1,3,173,6,447091.26984127
71,52,7,1,16143,9,1,4,1,1,108,150,6,3,3,2,1,1,1,1,3,173,8,464212.797619048
71,52,7,1,16143,10,2,4,1,1,56,300,6,3,3,2,1,1,1,1,3,173,6,316533.134920635
71,52,7,1,16143,11,3,4,2,2,20,300,6,1,3,2,2,1,1,1,3,173,3,191537.698412698
71,52,7,1,16143,12,3,4,1,1,17,300,6,3,3,2,1,1,1,1,3,173,6,249070.436507936
71,52,7,1,16143,13,1,4,1,1,30,105,1, , ,1,1,1,1,1,3,173,4,219794.642857143
71,52,7,1,16143,14,1,4,1,1,42,84,4,3,3,2,1,1,1,1,3,173,4,340607.142857143
71,52,7,1,16143,15,6,4,2,1,40,56,1, , ,1,1,1,1,1,3,173,2,376726.19047619
71,52,7,1,16143,16,3,4,2,1,14,120,4,3,3,1,2,1,1,1,3,173,3,339077.380952381
71,52,9,1,25366,1,1,4,1,1,100,100,2, ,1,1,1,1,1,2,3,173,4,322111.30952381
71,52,9,1,25366,2,1,4,1,1,60,130,6,2,2,2,1,1,1,1,3,173,2,596282.738095238
71,52,9,1,25366,3,6,4,1,1,96,96,4,2,3,1,1,1,1,1,3,173,4,312717.261904762
71,52,9,1,25366,4,1,4,1,1,140,140,5,2,3,2,1,1,1,1,3,173,4,305285.714285714
71,52,9,1,25366,5,6,4,1,1,20,20,6,2,3,2,3,1,1,1,3,173,6,189624.007936508
71,52,9,1,25366,6,1,4,1,1,63,63,6,2,3,2,1,1,1,1,3,173,6,210621.031746032
71,52,9,1,25366,7,1,4,1,1,30,340,6,2,3,2,1,1,1,1,3,173,3,302178.571428571
71,52,9,1,25366,8,6,4,1,1,42,60,6,2,2,2,1,1,1,1,3,173,4,282553.571428571
71,52,9,1,25366,9,1,4,1,1,66,66,4,3,1,2,1,1,1,1,3,173,4,285268.154761905
71,52,9,1,25366,10,2,4,1,1,42,187,4,3,1,1,3,1,1,1,3,173,3,323069.047619048
71,52,9,1,25366,11,3,4,1,1,36,60,1, , ,1,2,1,1,1,3,173,1,835547.619047619
71,52,9,1,25366,12,1,4,1,1,120,120,1, , ,1,1,1,1,1,3,173,4,284446.428571429
71,52,9,1,25366,13,1,4,2,1,30,182,6,2,3,2,1,1,1,1,3,173,4,276301.19047619
71,52,9,1,25366,14,1,4,1,1,90,915,6,2,1,2,1,1,1,1,3,173,6,304946.428571429
71,52,9,1,25366,15,6,4,1,1,120,200,5,2,3,2,1,1,1,1,3,173,4,269747.023809524
71,52,9,1,25366,16,1,4,1,1,60,300,2, ,1,1,1,1,1,1,3,173,2,660798.80952381
71,53,1,1,26174,1,1,4,1,1,60,60,2, ,1,1,1,1,1,1,3,173,9,241078.703703704
71,53,1,1,26174,2,1,4,1,1,60,150,4,2,3,1,1,1,1,1,3,173,4,417619.047619048
71,53,1,1,26174,3,3,4,1,1,18,18,4,3,1,1,3,1,1,1,3,173,3,325904.761904762
71,53,1,1,26174,4,1,4,1,1,72,72,2, ,1,1,1,1,1,1,3,173,5,335971.428571429
71,53,1,1,26174,5,6,4,2,1,24,24,2, ,1,1,1,1,1,1,3,173,2,304089.285714286
71,53,1,1,26174,6,1,4,1,1,200,500,4,3,1,2,1,1,1,1,2,173,10,763476.190476191
71,53,1,1,26174,7,6,4,1,1,160,999,2, ,1,1,1,1,1,1,3,173,3,424657.142857143
71,53,1,1,26174,8,1,4,1,1,120,560,2, ,1,1,1,1,1,1,3,173,4,773232.142857143
71,53,1,1,26174,9,5,4,1,1,120,300,1, , ,1,1,1,1,1,3,173,6,221507.936507936
71,53,1,1,26174,10,1,4,1,1,48,48,2, ,2,1,1,1,1,1,3,173,4,285357.142857143
71,53,1,1,26174,11,1,4,1,1,150,999,1, , ,1,1,1,1,1,3,173,3,748615.079365079
71,53,1,1,26174,12,1,4,1,1,54,300,4,3,1,2,1,1,1,1,3,173,5,338092.857142857
71,53,1,1,26174,13,1,4,1,1,36,130,6,2,2,2,1,1,1,1,3,173,3,387547.619047619
71,53,1,1,26174,14,1,4,1,1,120,120,2, ,1,1,1,1,1,1,3,173,6,565099.206349206
71,53,1,1,26174,15,1,4,1,1,150,600,4,2,1,2,1,1,1,2,3,173,5,335409.523809524
71,53,1,1,26174,16,3,4,1,1,30,120,5,3,3,2,1,1,1,1,3,173,2,333732.142857143
72,10,8,1,15003,1,1,4,4,1,42,48,4,2,1,2,1,1,1,1,3,78,3,364671.428571429
72,10,8,1,15003,2,1,4,1,1,150,400,2, ,1,1,1,1,1,1,3,78,3,568064.682539682
72,10,8,1,15003,3,6,4,1,1,60,400,2, ,1,1,1,1,1,1,3,78,2,628958.333333333
72,10,8,1,15003,4,6,4,2,1,48,120,2, ,2,1,2,1,1,1,3,78,3,301964.285714286
72,10,8,1,15003,5,1,4,1,1,70,120,4,1,1,2,1,1,1,1,3,78,3,390059.523809524
72,10,8,1,15003,6,3,4,1,1,30,263,5,1,2,2,2,1,1,1,3,78,1,569809.523809524
72,10,8,1,15003,7,5,4,1,1,80,120,1, , ,1,1,1,1,1,3,78,4,450062.5
72,10,8,1,15003,8,3,4,1,1,40,150,1, , ,1,2,1,1,1,3,78,3,420722.222222222
72,10,8,1,15003,9,1,4,1,1,120,900,1, , ,1,1,1,1,1,3,78,3,652739.285714286
72,10,8,1,15003,10,3,4,4,1,12,12,2, ,1,2,2,2,1,1,1,78,2,389511.904761905
72,10,8,1,15003,11,1,4,1,1,25,42,4,1,1,2,1,1,1,1,3,78,5,326687.142857143
72,10,8,1,15003,12,1,4,1,1,96,182,2, ,1,1,1,1,1,1,3,78,4,297914.583333333
72,10,8,1,15003,13,6,4,1,1,60,90,2, ,1,1,1,1,1,1,3,78,5,443401.428571429
72,10,8,1,15003,14,6,4,1,1,60,120,2, ,1,1,1,1,1,1,3,78,4,365386.904761905
72,10,8,1,15003,15,1,4,1,1,180,500,2, ,1,1,1,1,1,1,3,78,6,430370.238095238
72,10,8,1,15003,16,3,4,1,1,12,12,1, , ,1,1,1,1,1,3,78,3,553000
72,10,9,1,25012,1,6,1,1,1,72,400,2, ,1,1,1,1,1,1,3,78,6,245777.777777778
72,10,9,1,25012,2,1,1,1,1,95,180,2, ,1,1,1,1,1,1,2,78,3,529527.777777778
72,10,9,1,25012,3,3,4,2,1,24,96,2, ,1,2,1,1,1,1,3,78,2,643482.142857143
72,10,9,1,25012,4,6,4,1,1,72,780,4,2,2,2,1,1,1,1,3,78,3,495952.380952381
72,10,9,1,25012,5,1,4,1,1,48,360,4,2,1,2,1,2,3,1,3,78,2,747658.333333333
72,10,9,1,25012,6,6,4,1,1,14,120,2, ,3,2,2,1,1,1,3,78,3,236313.492063492
72,10,9,1,25012,7,1,4,1,1,54,150,4,2,3,2,1,1,1,1,3,78,2,351910.714285714
72,10,9,1,25012,8,1,4,1,1,70,150,6,1,3,2,1,3,2,1,3,78,5,371261.904761905
72,10,9,1,25012,9,1,4,1,1,20,100,6,2,3,2,1,1,1,1,3,78,4,336187.5
72,10,9,1,25012,10,1,4,2,1,42,150,4,3,3,2,3,3,2,1,3,78,3,364255.952380952
72,10,9,1,25012,11,1,4,1,1,30,100,4,2,3,2,2,1,1,1,3,78,5,456307.142857143
72,10,9,1,25012,12,1,4,1,1,66,220,4,3,3,2,1,1,1,1,3,78,3,385410.317460317
72,10,9,1,25012,13,1,4,1,1,36,760,4,2,3,2,1,1,1,1,3,78,5,199314.285714286
72,10,9,1,25012,14,1,4,1,1,54,150,4,3,3,2,1,1,1,1,3,78,5,311069.761904762
72,10,9,1,25012,15,5,4,1,1,30,200,4,3,3,2,1,1,1,1,3,78,3,717069.841269841
72,10,9,1,25012,16,1,4,1,1,65,300,4,3,3,2,1,1,1,1,3,78,4,418119.047619048
72,10,9,1,25227,1,1,4,1,1,96,600,8,2,2,2,1,1,1,1,3,78,6,302753.968253968
72,10,9,1,25227,2,1,4,1,1,36,162,7,2,3,2,4, ,6,1,3,78,5,346766.666666667
72,10,9,1,25227,3,1,4,1,1,48,63,7,3,3,2,1,1,1,1,5,78,6,229847.222222222
72,10,9,1,25227,4,1,4,1,1,81,150,7,2,2,2,1,1,1,1,3,78,6,393269.642857143
72,10,9,1,25227,5,1,1,1,1,48,300,2, ,2,2,1,1,1,1,5,78,1,466678.571428571
72,10,9,1,25227,6,1,4,2,1,20,225,7,2,3,2,1,1,1,1,5,78,4,241089.285714286
72,10,9,1,25227,7,1,4,2,1,25,150,8,2,3,2,1,2,4,1,5,78,4,199934.523809524
72,10,9,1,25227,8,1,4,2,1,16,150,7,2,3,2,4, ,6,1,3,78,3,282920.634920635
72,10,9,1,25227,10,1,4,1,1,80,150,8,2,3,2,1,1,1,1,3,78,3,528170.634920635
72,10,9,1,25227,11,1,4,1,1,39,225,7,3,3,2,1,1,1,1,3,78,6,232422.619047619
72,10,9,1,25227,12,1,4,2,1,30,225,8,2,3,2,1,1,1,1,5,78,4,228595.238095238
72,10,9,1,25227,13,1,4,2,1,35,80,8,2,3,2,1,1,4,1,5,78,5,292266.666666667
72,10,9,1,25227,14,1,4,2,2,20,80,6,1,3,2,4, ,6,1,3,78,5,358000
72,10,9,1,25227,15,1,4,2,1,20,64,7,3,3,2,4, ,1,1,5,78,1,491083.333333333
72,10,9,1,25227,16,1,4,1,1,42,150,7,2,3,2,1,1,1,1,3,78,3,279642.857142857
72,10,11,1,25033,1,2,4,1,1,48,64,5,3,1,2,1,1,1,1,3,78,3,373492.063492063
72,10,11,1,25033,2,6,4,1,1,150,300,5,2,1,2,1,1,1,1,3,78,7,435173.469387755
72,10,11,1,25033,3,1,4,1,1,54,186,4,3,2,2,1,1,1,1,1,78,3,472468.253968254
72,10,11,1,25033,4,1,4,1,1,88,180,5,1,1,2,1,1,1,1,3,78,2,659619.047619048
72,10,11,1,25033,5,5,4,1,1,150,200,5,2,1,2,1,1,1,1,3,78,7,365101.020408163
72,10,11,1,25033,6,1,4,1,1,30,72,4,3,1,2,1,1,1,1,3,78,2,442994.047619048
72,10,11,1,25033,7,1,4,1,1,216,300,4,2,1,2,1,1,1,1,3,78,4,449205.357142857
72,10,11,1,25033,8,6,4,2,1,48,100,1, , ,1,1,1,1,1,3,78,6,342677.777777778
72,10,11,1,25033,9,6,4,1,1,40,400,7,1,2,2,1,1,1,1,3,78,3,266095.238095238
72,10,11,1,25033,10,1,4,1,1,48,200,4,2,1,2,1,1,1,1,3,78,8,343625.595238095
72,10,11,1,25033,11,3,4,1,1,15,20,2, ,2,1,2,1,1,1,3,78,4,311976.19047619
72,10,11,1,25033,12,2,4,1,1,50,78,4,3,2,1,4, ,1,1,3,78,3,431162.698412698
72,10,11,1,25033,13,4,4,1,1,36,80,4,3,2,2,1,1,1,1,3,78,4,397151.785714286
72,10,11,1,25033,14,4,4,2,1,36,80,4,3,1,2,1,1,1,1,3,78,8,288400.297619048
72,10,11,1,25033,15,6,4,1,1,150,700,4,2,1,2,1,1,1,1,3,78,6,373021.031746032
72,10,11,1,25033,16,1,4,1,1,64,525,4,2,2,2,1,1,1,1,3,78,2,478464.285714286
72,10,12,1,25047,1,2,4,1,1,135,300,2, ,1,1,1,1,1,1,3,78,4,513836.309523809
72,10,12,1,25047,2,6,4,1,1,36,150,2, ,1,1,1,1,1,1,3,78,2,409258.928571429
72,10,12,1,25047,3,6,2,1,1,180,300,2, ,1,1,1,1,1,1,3,78,3,617753.968253968
72,10,12,1,25047,4,6,2,1,1,150,300,4,2,2,1,1,1,1,1,3,78,3,589702.777777778
72,10,12,1,25047,5,6,4,2,1,58,300,2, ,1,1,1,1,1,1,3,78,5,189126.19047619
72,10,12,1,25047,6,1,4,1,1,300,600,2, ,1,1,1,1,1,1,3,78,5,466437.142857143
72,10,12,1,25047,7,6,4,1,1,60,300,2, ,1,1,1,1,1,1,3,78,4,218979.166666667
72,10,12,1,25047,8,1,4,2,1,15,300,2, ,4,1,1,1,1,1,3,78,2,400625
72,10,12,1,25047,9,2,4,1,1,150,300,2, ,1,1,1,1,1,1,3,78,4,302526.785714286
72,10,12,1,25047,10,1,4,1,1,150,300,11, ,1,1,1,1,1,1,3,78,8,331173.958333333
72,10,12,1,25047,11,6,4,1,1,24,67,2, ,1,1,1,1,1,1,3,78,3,446329.365079365
72,10,12,1,25047,12,3,4,2,1,21,60,2, ,1,1,1,1,1,1,3,78,4,279630.952380952
72,10,12,1,25047,13,2,4,1,1,54,400,2, ,1,1,1,1,1,1,3,78,7,265057.823129252
72,10,12,1,25047,14,1,4,2,1,20,300,2, ,4,1,1,1,1,1,3,78,4,226991.071428571
72,10,12,1,25047,15,1,4,1,1,120,300,1, , ,1,1,1,1,1,3,78,5,443423.80952381
72,10,12,1,25047,16,1,4,1,1,63,300,2, ,1,1,1,2,1,1,3,78,3,487853.174603175
72,10,13,1,25057,1,4,4,1,1,24,30,2, ,2,2,2,1,1,1,3,78,3,304722.222222222
72,10,13,1,25057,2,1,4,1,1,40,210,4,3,1,2,1,1,1,1,3,78,4,297591.071428571
72,10,13,1,25057,3,1,4,1,1,20,26,4,1,2,1,2,1,1,1,3,78,2,351017.857142857
72,10,13,1,25057,4,1,2,1,1,150,375,2, ,1,1,1,1,1,1,3,78,6,397253.968253968
72,10,13,1,25057,5,1,4,1,1,154,374,2, ,1,2,1,1,1,1,3,78,3,596458.73015873
72,10,13,1,25057,6,1,4,1,1,102,300,4,2,1,1,1,1,1,1,3,78,6,437876.984126984
72,10,13,1,25057,7,6,4,1,1,72,100,4,3,2,2,1,1,1,1,3,78,3,343658.73015873
72,10,13,1,25057,8,6,4,2,1,42,0,2, ,3,2,1,1,1,1,3,78,5,327764.285714286
72,10,13,1,25057,9,3,4,1,1,18,0,4,2,2,1,1,1,1,1,3,78,3,428400.793650794
72,10,13,1,25057,10,3,4,1,1,12,0,1, , ,1,1,1,1,1,3,78,2,582640.476190476
72,10,13,1,25057,11,3,4,1,1,15,0,1, , ,1,2,1,1,1,3,78,1,900059.523809524
72,10,13,1,25057,12,1,4,1,1,54,330,4,2,1,2,1,1,1,1,3,78,3,506376.984126984
72,10,13,1,25057,13,5,4,1,1,70,500,4,1,1,1,1,1,1,1,2,78,7,451249.319727891
72,10,13,1,25057,14,1,4,1,1,96,204,4,2,1,2,1,1,1,1,3,78,7,470961.904761905
72,10,13,1,25057,15,1,4,1,1,99,110,4,2,1,1,1,1,1,1,2,78,3,780641.26984127
72,10,13,1,25057,16,2,4,1,1,99,450,1, , ,1,1,1,1,1,3,78,6,556195.634920635
72,10,15,1,25069,1,1,4,2,1,60,80,7,2,3,2,1,1,1,1,3,78,4,281711.30952381
72,10,15,1,25069,3,1,4,2,1,42,88,7,3,3,2,1,1,1,1,3,78,2,444279.761904762
72,10,15,1,25069,5,1,4,1,1,56,391,7,3,3,2,1,1,1,1,3,78,3,724280.158730159
72,10,15,1,25069,6,1,4,1,1,36,120,4,3,1,2,1,1,1,1,3,78,3,506962.301587302
72,10,15,1,25069,7,1,4,1,1,36,120,2, ,1,1,1,1,1,1,3,78,4,404745.238095238
72,10,15,1,25069,8,4,4,1,1,40,126,2, ,1,1,1,1,1,1,3,78,1,797653.571428571
72,10,15,1,25069,9,1,4,1,1,54,126,4,3,1,2,1,1,1,1,3,78,5,399203.80952381
72,10,15,1,25069,10,1,4,1,1,36,120,2, ,1,1,1,1,1,1,3,78,4,598190.476190476
72,10,15,1,25069,11,4,4,1,1,88,120,3, , ,1,2,1,1,1,2,78,5,301947.619047619
72,10,15,1,25069,12,1,4,1,1,36,120,1, , ,1,1,1,1,1,3,78,5,254950
72,10,15,1,25069,13,1,4,1,1,60,88,7,2,3,2,1,1,1,1,3,78,2,705390.476190476
72,10,15,1,25069,14,1,4,1,1,36,150,4,1,1,1,1,1,1,1,3,78,4,348565.476190476
72,10,15,1,25069,15,1,4,1,1,60,88,4,3,1,2,1,1,1,1,3,78,4,352950.595238095
72,10,15,1,25069,16,1,4,1,1,168,270,2, ,1,1,1,1,1,1,3,78,4,539860.119047619
72,10,16,1,15081,1,1,4,1,1,150,360,4,3,1,1,1,1,1,1,3,78,7,431052.040816327
72,10,16,1,15081,2,1,4,1,1,120,600,2, ,1,1,1,1,1,1,3,78,5,353985.714285714
72,10,16,1,15081,3,1,4,2,1,35,72,4,3,2,1,1,2,1,1,5,78,4,421901.785714286
72,10,16,1,15081,4,1,4,1,1,30,48,4,2,2,1,1,1,1,1,5,78,6,260591.26984127
72,10,16,1,15081,5,1,4,2,1,25,35,3, , ,1,1,1,4,1,5,78,4,220619.047619048
72,10,16,1,15081,6,1,4,1,1,45,60,2, ,2,1,1,1,1,1,3,78,3,508105.555555556
72,10,16,1,15081,7,3,4,2,1,40,54,2, ,2,1,1,1,1,1,3,78,7,202081.632653061
72,10,16,1,15081,8,1,4,2,1,35,50,3, , ,1,2,1,6,1,1,78,5,166333.333333333
72,10,16,1,15081,9,1,4,1,1,20,42,2, ,2,1,2,1,1,1,5,78,5,207269.047619048
72,10,16,1,15081,10,1,4,1,1,56,80,2, ,1,1,1,2,1,1,3,78,4,371669.642857143
72,10,16,1,15081,11,6,4,1,1,70,300,2, ,1,1,1,1,1,1,3,78,7,302084.183673469
72,10,16,1,15081,12,1,4,2,1,35,40,2, ,3,1,1,1,4,1,3,78,3,368841.26984127
72,10,16,1,15081,13,1,4,2,1,20,25,2, ,3,1,1,1,4,1,3,78,4,211333.333333333
72,10,16,1,15081,14,4,4,2,1,36,200,4,3,3,1,1,1,1,1,3,78,3,433829.365079365
72,10,16,1,15081,15,4,4,2,1,4,30,2, ,3,1,4, ,6,1,3,78,2,290613.095238095
72,10,16,1,15081,16,1,4,1,1,90,450,2, ,1,1,1,1,1,1,3,78,2,510916.666666667
72,10,17,1,25089,1,6,4,1,1,120,150,6,1,2,2,1,3,2,1,1,78,3,360182.53968254
72,10,17,1,25089,2,2,4,1,1,35,56,3, , ,1,1,3,3,1,3,78,5,260673.80952381
72,10,17,1,25089,3,6,4,2,1,14,30,8,1,2,2,2,3,3,1,3,78,3,202464.285714286
72,10,17,1,25089,4,1,4,1,1,12,21,5,1,2,2,1,3,2,1,3,78,4,254130.952380952
72,10,17,1,25089,5,3,4,1,1,12,60,3, , ,1,2,4,3,1,3,78,2,396095.238095238
72,10,17,1,25089,6,1,4,1,1,49,72,3, , ,1,1,4,3,1,3,78,7,223442.176870748
72,10,17,1,25089,7,1,4,2,1,42,45,3, , ,1,1,1,1,1,3,78,2,565214.285714286
72,10,17,1,25089,8,4,4,1,1,20,30,6,1,2,2,4, ,1,1,3,78,4,373842.261904762
72,10,17,1,25089,9,3,4,2,1,20,95,1, , ,1,4, ,6,1,3,78,2,211416.666666667
72,10,17,1,25089,10,1,4,1,1,20,35,6,1,2,2,4, ,1,1,3,78,2,375258.928571429
72,10,17,1,25089,11,1,4,2,1,32,52,4,1,1,1,1,1,1,1,3,78,3,346769.841269841
72,10,17,1,25089,12,3,4,1,1,35,58,1, , ,1,1,1,1,1,3,78,3,491460.317460317
72,10,17,1,25089,13,2,4,1,1,35,58,1, , ,1,2,1,1,1,3,78,4,480480.952380952
72,10,17,1,25089,14,1,4,1,1,54,75,6,1,2,2,4, ,1,1,3,78,5,517458.571428571
72,10,17,1,25089,15,1,4,1,1,36,40,5,2,1,2,1,2,3,1,3,78,4,347946.428571429
72,10,17,1,25089,16,3,4,1,1,140,160,4,1,2,2,2,3,6,1,3,78,3,522071.428571429
72,10,18,1,25100,1,3,4,1,1,48,54,2, ,1,1,1,1,4,1,3,78,4,366067.261904762
72,10,18,1,25100,2,6,4,1,1,72,120,5,2,2,2,1,1,4,1,3,78,5,201304.761904762
72,10,18,1,25100,3,1,4,1,1,42,72,2, ,1,1,1,1,4,1,3,78,1,528297.619047619
72,10,18,1,25100,4,1,4,1,1,50,65,2, ,1,1,1,2,4,1,3,78,4,345540.178571429
72,10,18,1,25100,5,1,4,1,1,25,36,2, ,1,1,1,1,4,1,3,78,4,282722.916666667
72,10,18,1,25100,6,1,4,1,1,84,92,2, ,1,1,1,1,4,1,3,78,4,313482.142857143
72,10,18,1,25100,7,1,4,2,1,36,72,5,2,2,2,2,2,4,1,3,78,3,211595.238095238
72,10,18,1,25100,8,4,4,1,1,36,48,2, ,1,1,1,1,4,1,3,78,5,222942.857142857
72,10,18,1,25100,9,1,4,1,1,180,200,3, , ,1,1,1,4,1,3,78,5,310740
72,10,18,1,25100,10,1,4,1,1,30,36,2, ,1,1,1,1,4,1,1,78,3,383414.682539683
72,10,18,1,25100,11,4,4,1,1,12,42,2, ,2,1,1,1,4,1,3,78,2,234755.952380952
72,10,18,1,25100,12,1,4,1,1,20,28,2, ,1,1,1,2,4,1,4,78,6,223285.714285714
72,10,18,1,25100,13,1,4,1,1,30,38,2, ,1,1,1,2,4,1,3,78,8,155955.357142857
72,10,18,1,25100,15,6,4,1,1,42,64,2, ,1,1,1,1,4,1,3,78,5,198373.80952381
72,10,18,1,25100,16,1,4,1,1,78,83,2, ,1,1,1,1,4,1,3,78,6,284502.777777778
72,11,3,1,25105,1,4,4,1,1,50,120,1, , ,1,2,1,1,1,3,78,3,234748.015873016
72,11,3,1,25105,2,1,4,1,1,35,200,1, , ,1,1,1,1,1,3,78,4,389722.023809524
72,11,3,1,25105,3,2,4,1,1,54,120,1, , ,1,1,1,1,1,3,78,3,484261.904761905
72,11,3,1,25105,4,7,4,1,1,110,120,2, ,1,1,1,1,1,1,3,78,3,240648.80952381
72,11,3,1,25105,5,1,4,1,1,54,120,2, ,1,1,1,1,1,1,3,78,6,234810.714285714
72,11,3,1,25105,6,1,4,1,1,98,168,2, ,1,1,1,1,1,1,3,78,5,218354.285714286
72,11,3,1,25105,7,1,4,1,1,56,120,2, ,1,1,1,1,1,1,3,78,4,195205.357142857
72,11,3,1,25105,8,1,4,1,1,60,120,2, ,1,1,1,1,1,1,3,78,4,389294.642857143
72,11,3,1,25105,9,6,4,1,1,51,120,1, , ,1,1,1,1,1,3,78,6,428031.746031746
72,11,3,1,25105,10,1,4,1,1,64,120,1, , ,1,1,1,1,1,3,78,2,803244.047619048
72,11,3,1,25105,11,1,4,1,1,65,120,2, ,1,1,1,1,1,1,3,78,4,497998.809523809
72,11,3,1,25105,12,1,4,1,1,72,120,2, ,1,1,1,1,1,1,4,78,4,363505.05952381
72,11,3,1,25105,13,1,4,1,1,110,120,1, , ,1,1,1,1,1,3,78,4,520980.952380952
72,11,3,1,25105,14,1,4,1,1,56,120,2, ,1,1,1,1,1,1,3,78,3,453518.253968254
72,11,3,1,25105,15,3,4,1,1,56,120,2, ,1,1,1,1,1,1,3,78,4,298517.857142857
72,11,3,1,25105,16,1,4,1,1,54,120,2, ,1,1,1,1,1,1,1,78,3,386707.936507937
72,11,5,1,25119,1,3,4,2,1,40,120,2, ,2,1,1,1,1,1,3,78,3,257825.396825397
72,11,5,1,25119,2,3,4,2,1,12,30,2, ,2,2,2,1,1,1,3,78,3,313142.857142857
72,11,5,1,25119,3,3,4,2,1,12,20,2, ,2,2,2,1,1,1,3,78,4,169005.952380952
72,11,5,1,25119,4,3,4,2,1,12,30,2, ,2,1,2,1,1,1,3,78,3,326337.301587302
72,11,5,1,25119,5,3,4,2,1,9,30,2, ,2,1,2,1,1,1,3,78,2,283029.761904762
72,11,5,1,25119,6,6,4,1,1,150,800,2, ,1,1,1,1,1,1,3,78,5,547160.952380952
72,11,5,1,25119,7,5,4,2,1,48,130,1, , ,1,1,1,1,1,3,78,4,547005.952380952
